name,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,categories
Carnegie Music Hall,4400 Forbes Ave,Pittsburgh,PA,15213,40.443286,-79.950222,4.0,16,1,"Performing Arts, Arts & Entertainment"
Selami's Turkish Kebab House,5501 Centre Ave,Pittsburgh,PA,15232,40.4567865,-79.9363871,4.0,4,1,"Turkish, Mediterranean, Restaurants"
Laundry Factory,5859 Ellsworth Ave,Pittsburgh,PA,15232,40.45759,-79.9291516,4.0,74,1,"Dry Cleaning & Laundry, Local Services, Laundry Services"
Silky's Sports Bar & Grill,1731 Murray Ave,Pittsburgh,PA,15217,40.43709,-79.922803,3.5,48,0,"Nightlife, Salad, American (Traditional), Restaurants, Sports Bars, Bars"
SW Randall,5856 Forbes Ave,Pittsburgh,PA,15217,40.4378399,-79.9206932,3.5,7,1,"Toy Stores, Shopping"
Fine Wine & Good Spirits,1824 Murray Ave,Pittsburgh,PA,15217,40.4361434,-79.9230544,2.0,4,1,"Beer, Wine & Spirits, Food"
The Upper Room,5828 Forward Ave,Pittsburgh,PA,15217,40.4294456,-79.9225728,5.0,3,1,"Churches, Religious Organizations"
Hillman Cancer Center,5115 Centre Ave,Pittsburgh,PA,15232,40.4552823,-79.9427072,3.0,12,1,"Health & Medical, Hospitals"
Classic Lines,5825 Forbes Ave,Pittsburgh,PA,15217,40.4382594,-79.921983,5.0,6,1,"Flowers & Gifts, Shopping, Books, Mags, Music & Video, Bookstores, Gift Shops"
Spatz William,,Pittsburgh,PA,15217,40.4327086,-79.9248669,3.5,3,0,"Health & Medical, Oral Surgeons, Dentists, General Dentistry"
Keystone Cafe,2000 Technology Dr,Pittsburgh,PA,15213,40.4337801603,-79.9698579311,4.0,4,0,"Delis, Cafes, Restaurants"
Orr's Jewelers,5857 Forbes Ave,Pittsburgh,PA,15217,40.4382921,-79.9207394,4.5,31,1,"Jewelry, Watches, Shopping, Watch Repair, Local Services"
Bootleggers,403 Semple St,Pittsburgh,PA,15213,40.437102,-79.9548186,3.5,17,1,"Nightlife, Bars, Dive Bars"
Smooke Chiropractic Clinic,828 Hazelwood Ave,Pittsburgh,PA,15217,40.4194768,-79.9279031,4.0,4,1,"Health & Medical, Chiropractors"
PD's Pub,5832 Forward Ave,Pittsburgh,PA,15217,40.4293006,-79.9223497,2.5,3,0,"Arts & Entertainment, American (Traditional), Nightlife, Bars, Restaurants, Pubs, Music Venues"
Subway,5438 Centre Ave,Pittsburgh,PA,15232,40.4563658,-79.9367206,3.0,7,1,"Sandwiches, Fast Food, Restaurants"
Babylon Cuisine,4371 Murray Ave,Pittsburgh,PA,15217,40.4200113,-79.928102,4.5,5,1,"Restaurants, Middle Eastern"
Larry & Carols Pizza,410 Semple St,Pittsburgh,PA,15213,40.4368369,-79.9547169,3.0,42,1,"Pizza, Italian, Restaurants, Sandwiches"
Owen's Dry Cleaners,5743 Walnut St,Pittsburgh,PA,15232,40.4527908,-79.9289154,1.5,10,0,"Dry Cleaning & Laundry, Dry Cleaning, Local Services, Laundry Services"
Squirrel Hill Cafe,5802 Forbes Ave,Pittsburgh,PA,15217,40.4378655,-79.9226711,4.0,92,1,"Bars, Dive Bars, Pubs, Nightlife, American (New), Restaurants"
Squirrel Hill Physical Therapy Center,1154 Greenfield Ave,Pittsburgh,PA,15217,40.419915,-79.9294174,3.0,4,1,"Health & Medical, Physical Therapy"
Club Havana,5744 Ellsworth Ave,Pittsburgh,PA,15232,40.4555762,-79.9310714,3.0,3,0,Nightlife
Original Hot Dog Shop,3901 Forbes Ave,Pittsburgh,PA,15213,40.442147,-79.956513,3.5,222,1,"Pizza, Burgers, Hot Dogs, Restaurants"
Rite Aid,3700 Forbes Ave,Pittsburgh,PA,15213,40.441067,-79.957254,2.5,3,1,"Drugstores, Shopping, Food, Convenience Stores"
Brusters's Old Fashioned Ice Cream & Yogurt,4070 Beechwood Blvd,Pittsburgh,PA,15217,40.4274093,-79.9382045,4.0,3,0,"Food, Ice Cream & Frozen Yogurt"
Little Asia,311 S Craig St,Pittsburgh,PA,15213,40.4454519,-79.9485255,2.5,112,1,"Restaurants, Sushi Bars, Chinese"
Pizza Amier,5804 Forward Ave,Pittsburgh,PA,15217,40.4296522,-79.9232478,3.5,27,0,"Italian, Restaurants, Food, Pizza, Sandwiches"
Supercuts,"4815 Centre Ave Ste 103, Centre Plaza",Pittsburgh,PA,15213,40.453565,-79.947051,2.0,10,1,"Barbers, Hair Salons, Beauty & Spas, Cosmetics & Beauty Supply, Men's Hair Salons, Shopping, Hair Stylists"
The Pittsburgh Golf Club,5280 Northumberland St,Pittsburgh,PA,15217,40.4402297,-79.939644,3.5,5,1,"Country Clubs, Active Life, Event Planning & Services, Arts & Entertainment, Golf, Venues & Event Spaces"
Brightside Academy,826-830 Hazelwood Street,Pittsburgh,PA,15217,40.4193409,-79.9279274,1.5,3,1,"Active Life, Education, Summer Camps, Preschools, Child Care & Day Care, Local Services"
Caesar's Designs,5413 Walnut St,Pittsburgh,PA,15232,40.4507847,-79.9350585,5.0,5,1,"Shopping, Jewelry"
Mercurio's,5523 Walnut St,Pittsburgh,PA,15232,40.4516601,-79.9329553,4.0,318,1,"Ice Cream & Frozen Yogurt, Food, Restaurants, Pizza, Gelato, Italian"
Tile and Designs,229 Spahr St,Pittsburgh,PA,15232,40.4581938,-79.927053,3.5,6,1,"Home & Garden, Kitchen & Bath, Home Services, Shopping, Flooring"
The Framesmith,2111 Murray Ave,Pittsburgh,PA,15217,40.4332983,-79.9227046,5.0,3,1,"Framing, Shopping, Arts & Crafts"
Starbucks,"2345 Murray Ave, Ste 110",Pittsburgh,PA,15217,40.430608,-79.923239,4.0,21,1,"Coffee & Tea, Food"
The Exchange,5862 Forbes Ave,Pittsburgh,PA,15217,40.438038,-79.921091,4.0,28,1,"Music & DVDs, Shopping, Books, Mags, Music & Video"
"Bruno A Sciulli, DMD",360 Atwood St,Pittsburgh,PA,15213,40.43828,-79.954438,3.5,10,1,"General Dentistry, Health & Medical, Dentists"
Primanti Bros,3803 Forbes Ave,Pittsburgh,PA,15213,40.4417626,-79.9569319,3.5,295,1,"Restaurants, Nightlife, Sandwiches, American (New), Sports Bars, American (Traditional), Bars"
One Stop Mini Mart,2329 Beechwood Blvd,Pittsburgh,PA,15217,40.4328252,-79.9147445,3.0,4,1,"Grocery, Food, Convenience Stores"
Shady Grove,5500 Walnut St,Pittsburgh,PA,15232,40.4509831,-79.93355,3.5,234,1,"Restaurants, American (Traditional)"
Zoom Dry Cleaners,4638 Browns Hill Rd,Pittsburgh,PA,15217,40.4152277,-79.9237202,4.0,20,1,"Local Services, Sewing & Alterations, Dry Cleaning, Dry Cleaning & Laundry, Laundry Services"
Maxon Towers Beauty Salon,"6315 Forbes Ave, Ste B022",Pittsburgh,PA,15217,40.4384091,-79.9187511,3.5,3,1,"Skin Care, Beauty & Spas, Day Spas, Hair Salons"
Religious Society of Friends,4836 Ellsworth Ave,Pittsburgh,PA,15213,40.4491615,-79.945808,4.5,3,1,"Churches, Religious Organizations"
Hurwitz Center for Plastic Surgery,"3109 Forbes Ave, Ste 500",Pittsburgh,PA,15213,40.436236,-79.964982,3.5,9,1,"Medical Spas, Hair Removal, Health & Medical, Beauty & Spas, Laser Hair Removal, Skin Care, Cosmetic Surgeons, Doctors"
Shadyside Detail,5757 Ellsworth Ave,Pittsburgh,PA,15232,40.4561709,-79.9311132,4.5,11,1,"Car Dealers, Auto Detailing, Car Wash, Automotive"
Chetlin Pechersky Orthodontics,"1900 Murray Ave, Ste 305",Pittsburgh,PA,15217,40.435822,-79.9230998,4.5,3,1,"Orthodontists, Health & Medical, Dentists"
Senyai Thai Kitchen,5865 Ellsworth Ave,Pittsburgh,PA,15232,40.4576253,-79.9288277,4.5,146,1,"Restaurants, Noodles, Vegetarian, Thai, Seafood"
Rudavsky Z S,4203 Murray Ave,Pittsburgh,PA,15217,40.4230342,-79.9284103,5.0,7,1,"Health & Medical, Optometrists"
Jerry's Records,2136 Murray Ave,Pittsburgh,PA,15217,40.4327703,-79.9234435,4.5,71,1,"Shopping, Vinyl Records, Books, Mags, Music & Video, Music & DVDs"
The Porch at Schenley,221 Schenley Dr,Pittsburgh,PA,15213,40.442777,-79.953151,3.5,585,1,"Restaurants, Soup, Sandwiches, Pizza, Burgers, American (New)"
Panera Bread,5430 Centre Ave,Pittsburgh,PA,15232,40.456066,-79.937436,2.5,47,1,"Soup, Food, Sandwiches, Breakfast & Brunch, Salad, Bagels, Restaurants"
Kiva Han,3533 Forbes Ave,Pittsburgh,PA,15213,40.4406105,-79.9586239,4.0,21,0,"Coffee & Tea, Restaurants, Food"
Lewis’ Hair Salon,813 South Aiken Ave,Pittsburgh,PA,15232,40.4505938,-79.9352289,4.5,33,1,"Beauty & Spas, Nail Salons, Hair Salons, Blow Dry\/Out Services, Hair Removal"
Pittsburgh Cafe,226 Meyran Ave,Pittsburgh,PA,15213,40.439681,-79.957556,3.0,5,0,"Buffets, American (Traditional), Chicken Wings, Restaurants"
Seoul Mart,4701 Fifth Ave,Pittsburgh,PA,15213,40.447245,-79.9472007,2.5,25,1,"Grocery, Food"
Harry's Barber Shoppe,2238 Murray Ave,Pittsburgh,PA,15217,40.4316474,-79.9233645,5.0,6,1,"Barbers, Beauty & Spas"
Shiraz Kabob and Hookah,4709 Centre Ave,Pittsburgh,PA,15213,40.4528463,-79.9493314,2.0,18,0,"Food, Nightlife, Persian\/Iranian, Restaurants, Hookah Bars, Pizza, Mediterranean, Bars"
Yelp's Ghostly Gallery,4400 Forbes Ave,Pittsburgh,PA,15213,40.4432834,-79.9502225,5.0,45,1,"Yelp Events, Local Flavor"
Pizza Sola,114 Atwood St,Pittsburgh,PA,15213,40.4414707,-79.9581266,4.0,16,0,"Restaurants, Pizza, Nightlife, Pubs, Bars"
Mellinger Beer Distributor,402-406 Semple St,Pittsburgh,PA,15213,40.4368829,-79.954858,3.0,5,1,"Beer, Wine & Spirits, Food"
Prince of India,3614 5th Ave,Pittsburgh,PA,15213,40.4416275024,-79.9585952759,3.0,105,1,"Indian, Food, Food Delivery Services, Restaurants"
Panda Supermarket,5846 Forbes Ave,Pittsburgh,PA,15217,40.4377177079,-79.9219133136,4.0,8,1,"International Grocery, Grocery, Beauty & Spas, Shopping, Food, Cosmetics & Beauty Supply"
Forbes Gyro,3715 Forbes Ave,Pittsburgh,PA,15213,40.4414677,-79.9574362,3.5,55,1,"Food, American (New), Pizza, Restaurants, Ice Cream & Frozen Yogurt, Turkish, Middle Eastern"
Mü Creamery,417 S Craig St,Pittsburgh,PA,15213,40.4446033602,-79.9486073026,4.0,5,1,"Food, Ice Cream & Frozen Yogurt"
Amazing Books & Records,2030 Murray Ave,Pittsburgh,PA,15217,40.4339446,-79.9231802,5.0,12,1,"Vinyl Records, Bookstores, Shopping, Books, Mags, Music & Video"
Cricket Lounge,280 Morewood Ave,Pittsburgh,PA,15213,40.454519,-79.944952,3.5,8,1,"Nightlife, Adult Entertainment, Bars, Lounges"
Koul M DDS,"3520 Fifth Ave, Ste 500",Pittsburgh,PA,15213,40.4409682,-79.9591171,3.5,3,1,"Health & Medical, Periodontists, Dentists"
Karmic Yogurt,7315 Filbert St,Pittsburgh,PA,15232,40.4558296871,-79.9337768555,2.5,9,0,"Food, Ice Cream & Frozen Yogurt"
Bombay Curry House,346 Atwood St,Pittsburgh,PA,15213,40.43855,-79.9547383,2.5,4,0,"Indian, Restaurants"
Bass Wolfson Pediatrics,5608 Wilkins Ave,Pittsburgh,PA,15217,40.443832,-79.9272063,3.0,5,1,"Pediatricians, Doctors, Health & Medical, Hospitals"
Golden Palace Buffet,3607 Forbes Ave,Pittsburgh,PA,15213,40.4408628,-79.9581821,3.5,41,1,"Restaurants, Chinese, Buffets"
E&J Management,,Pittsburgh,PA,15217,40.4328392631,-79.9251243921,2.0,9,1,"Real Estate, Home Services, Property Management"
Jefferson Therapy,4584 Browns Hill Rd,Pittsburgh,PA,15217,40.4163129,-79.9255695,5.0,4,1,"Physical Therapy, Health & Medical"
Heinz Chapel,4200 Fifth Ave,Pittsburgh,PA,15213,40.4442708,-79.9532909,5.0,5,1,"Venues & Event Spaces, Event Planning & Services, Nightlife, Churches, Music Venues, Religious Organizations, Arts & Entertainment"
J.Crew,5433 Walnut St,Pittsburgh,PA,15232,40.4511966616,-79.9341107905,3.0,5,1,"Women's Clothing, Accessories, Men's Clothing, Shopping, Fashion, Shoe Stores"
GetGo from Giant Eagle,4924 Baum Blvd,Pittsburgh,PA,15213,40.4546629,-79.9456106,2.5,36,1,"Food, Convenience Stores, Restaurants, Fast Food, Automotive, Gas Stations"
Kards Unlimited,5522 Walnut St,Pittsburgh,PA,15232,40.4512012,-79.9328073,4.5,52,1,"Gift Shops, Books, Mags, Music & Video, Flowers & Gifts, Event Planning & Services, Arts & Crafts, Shopping, Bookstores, Cards & Stationery"
Papa John's Pizza,"4815 Centre Ave, Ste 4",Pittsburgh,PA,15213,40.4536377,-79.9469879,2.5,20,1,"Pizza, Restaurants"
Colonial Cleaners,2700 Murray Ave,Pittsburgh,PA,15217,40.4290107,-79.9241755,2.5,3,0,"Local Services, Laundry Services, Dry Cleaning & Laundry"
The Collection,"732 Filbert St, Ste 1",Pittsburgh,PA,15232,40.4517034542,-79.9332416963,4.5,10,0,"Local Services, Jewelry, Jewelry Repair, Shopping, Pawn Shops"
Holy Guacamole ,5750 Ellsworth Ave,Pittsburgh,PA,15232,40.456974673,-79.93203578,4.0,33,0,"Restaurants, Mexican"
Lucca,317 S Craig St,Pittsburgh,PA,15213,40.4451653,-79.9485397,3.5,113,1,"Seafood, Italian, Restaurants"
Fanattics,1704 Shady Ave,Pittsburgh,PA,15217,40.4378464,-79.9193365,3.5,7,0,"Bars, American (Traditional), Nightlife, Restaurants"
Brasserie 33,5863 Ellsworth Ave,Pittsburgh,PA,15232,40.4574778,-79.9289528,2.5,80,0,"French, Restaurants"
"Rehder E Karen, MD","580 S Aiken Ave, Ste 500, Womens Gynecologic Associates",Pittsburgh,PA,15232,40.4534133,-79.9376768,3.0,6,1,"Doctors, Obstetricians & Gynecologists, Health & Medical"
"Flagstaff Hill, Schenley Park",Frew St,Pittsburgh,PA,15213,40.4394531,-79.9490628,4.5,16,1,"Parks, Active Life"
Dunkin' Donuts,5819 Forbes Ave,Pittsburgh,PA,15217,40.4381632327,-79.9195761391,2.5,32,1,"Coffee & Tea, Breakfast & Brunch, Donuts, Food, Restaurants"
Izzi Coiffure,731 Filbert St,Pittsburgh,PA,15232,40.4517821,-79.9331068,4.0,7,1,"Beauty & Spas, Hair Salons"
Eartique,2703 Murray Ave,Pittsburgh,PA,15217,40.4287184,-79.9240124,5.0,3,1,"Health & Medical, Ear Nose & Throat, Doctors, Hearing Aid Providers, Audiologist"
THE NAILSPA,"5824 Forbes Ave, Fl 1",Pittsburgh,PA,15217,40.4380714238,-79.9214172363,4.0,33,1,"Nail Salons, Skin Care, Day Spas, Hair Removal, Beauty & Spas, Hair Salons, Waxing"
Budget Truck Rental,4643 Baum Blvd,Pittsburgh,PA,15213,40.4543638,-79.9517087,2.0,12,1,"Car Rental, Hotels & Travel"
PNC Bank,4301 Murray Ave,Pittsburgh,PA,15217,40.421825649,-79.9286001921,4.0,3,1,"Home Services, Financial Services, Investing, Banks & Credit Unions, Real Estate, Mortgage Brokers"
Games Unlimited,2115 Murray Ave,Pittsburgh,PA,15217,40.433235,-79.922761,5.0,25,1,"Shopping, Hobby Shops, Tabletop Games, Books, Mags, Music & Video, Video Game Stores"
Engel's Market,2124 Murray Ave,Pittsburgh,PA,15217,40.432968,-79.923336,4.0,5,0,"Fruits & Veggies, Specialty Food, Food, Convenience Stores"
Salon Cercone,5894 Ellsworth Ave,Pittsburgh,PA,15232,40.4580981,-79.9275575,4.5,21,1,"Beauty & Spas, Hair Salons"
Crave a Bowl,3712 Forbes Ave,Pittsburgh,PA,15213,40.4412515393,-79.9570817669,3.0,4,0,"Food, Restaurants, Salad, Acai Bowls"
Pizza Bellino,5839 Forbes Ave,Pittsburgh,PA,15217,40.4382722,-79.9213674,3.0,76,1,"Pizza, Chicken Wings, Restaurants, Salad, Mediterranean"
The Vape Side,282 Morewood Ave,Pittsburgh,PA,15213,40.4544179,-79.9449176,5.0,4,1,"Vape Shops, Shopping"
Graham House,"439 S Graham St, Ste 445",Pittsburgh,PA,15232,40.4582669,-79.9366494,1.0,4,1,"Real Estate, Apartments, Home Services"
Urban Hookah Lounge,416 Semple St,Pittsburgh,PA,15213,40.4366004,-79.9546291,4.0,9,0,"Bars, Hookah Bars, Food, Nightlife, Cafes, Sandwiches, Juice Bars & Smoothies, Lounges, Restaurants"
3 Guys Optical,3701 Forbes Ave,Pittsburgh,PA,15213,40.4413102,-79.9576541,3.5,31,1,"Optometrists, Eyewear & Opticians, Health & Medical, Shopping"
Starbucks,6304 Forbes Avenue,Pittsburgh,PA,15217,40.437748,-79.919178,4.0,31,1,"Food, Coffee & Tea"
Perfect Carpet Cleaning,,Pittsburgh,PA,15217,40.4327086,-79.9248669,3.5,7,0,"Local Services, Home Services, Damage Restoration, Carpet Cleaning"
Francesca's Collections,5426 Walnut St,Pittsburgh,PA,15232,40.4507157,-79.9344509,4.0,10,1,"Women's Clothing, Shopping, Fashion"
Cathedral Mansions Apartments,4716 Ellsworth Ave,Pittsburgh,PA,15213,40.4483713,-79.9466819,3.0,4,1,"Real Estate, Apartments, Home Services"
Sushi House,2130 Murray Ave,Pittsburgh,PA,15217,40.432838,-79.9232072,3.0,5,0,"Restaurants, Sushi Bars"
Coriander India Grill,2201 Murray Ave,Pittsburgh,PA,15217,40.432695,-79.922756,3.0,142,1,"Indian, Restaurants"
UPMC Urgent Care - Shadyside,5231 Centre Ave,Pittsburgh,PA,15232,40.4557417,-79.9403787,4.0,25,1,"Health & Medical, Urgent Care"
Bruegger's Bagels,806 S Aiken Ave,Pittsburgh,PA,15232,40.4507324,-79.935724,3.0,31,1,"Restaurants, Breakfast & Brunch, Sandwiches, Food, Bagels"
The Pittsburgh Popcorn Company,3710 Fifth Ave,Pittsburgh,PA,15213,40.4418911,-79.9580291,4.0,26,1,"Popcorn Shops, Specialty Food, Food"
Gluuteny Bakery,1923 Murray Ave,Pittsburgh,PA,15217,40.4351892,-79.9226113,4.0,96,1,"Vegan, Bakeries, Food, Gluten-Free, Restaurants, Desserts"
Gullifty's Restaurant,1922 Murray Ave,Pittsburgh,PA,15217,40.435293,-79.923154,3.0,65,0,"American (New), Food, Desserts, Restaurants"
Penn Station East Coast Subs,"4815 Centre Ave, Ste 102",Pittsburgh,PA,15213,40.4536377,-79.9469879,3.5,31,1,"Food, Italian, Restaurants, Sandwiches, Cheesesteaks"
Norman Childs Eyewear by Eyetique,5508-5510 Walnut St,Pittsburgh,PA,15232,40.4510496,-79.93333,3.5,3,1,"Optometrists, Eyewear & Opticians, Shopping, Health & Medical"
The Tanning Pitt,124 Oakland Ave,Pittsburgh,PA,15213,40.441268608,-79.9574393034,3.5,3,1,"Waxing, Tanning, Beauty & Spas, Hair Removal"
Original Milano's Pizza,3606 5th Ave,Pittsburgh,PA,15213,40.4413129,-79.9587418,3.0,29,1,"Pizza, Restaurants"
Hillman Library,3960 Forbes Ave,Pittsburgh,PA,15213,40.4427042652,-79.9540711166,4.0,6,1,"Public Services & Government, Colleges & Universities, Education, Libraries"
Kanda House,258 N Craig St,Pittsburgh,PA,15213,40.451222,-79.9515915,2.0,6,0,"Japanese, Restaurants, Vietnamese, Chinese"
Charles Morris Nursing & Rehabilitation Center,200 Jhf Dr,Pittsburgh,PA,15217,40.4133805,-79.9205069,2.5,3,1,"Skilled Nursing, Health & Medical"
Orient Express,4609 Forbes Ave,Pittsburgh,PA,15213,40.4446795,-79.9481851,3.0,90,1,"Restaurants, Chinese"
Shadyside Garage,714 Bellefonte St,Pittsburgh,PA,15232,40.4515896,-79.934398,2.0,4,1,"Automotive, Parking"
Mellon Park,6300 Fifth Ave,Pittsburgh,PA,15232,40.451309,-79.919618,4.5,13,1,"Active Life, Parks"
Duck Hollow Trail,McFarren Street At Old Browns Hill Rd,Pittsburgh,PA,15217,40.4152,-79.91602,3.0,4,1,"Hiking, Active Life"
Duds'n Suds,5430 Centre Ave,Pittsburgh,PA,15232,40.4559614,-79.9373825,3.5,8,1,"Local Services, Dry Cleaning & Laundry, Laundry Services, Home Services"
Potenza Pizza and Pasta,4709 Centre Ave,Pittsburgh,PA,15213,40.452781,-79.9493698,3.0,36,1,"Event Planning & Services, Caterers, Italian, Food, Greek, Restaurants, Pizza, Food Delivery Services, Sandwiches"
Ten Toes of Pittsburgh Inc,5502 Walnut St,Pittsburgh,PA,15232,40.4509831,-79.9335455,4.5,24,1,"Shoe Stores, Shopping, Fashion"
Salon DeStefino,5533 Walnut St,Pittsburgh,PA,15232,40.451773,-79.9325889,3.0,9,0,"Hair Salons, Beauty & Spas, Hair Removal"
Lilly's Gourmet Pasta Express,5860 Forbes Ave,Pittsburgh,PA,15217,40.4379499,-79.9206186,2.5,10,0,"Restaurants, Italian"
Moda,5401 Walnut St,Pittsburgh,PA,15232,40.450837,-79.9352683,4.0,6,1,"Men's Clothing, Shopping, Shoe Stores, Fashion"
Fifth Neville Apartments,4705 5th Ave,Pittsburgh,PA,15213,40.4473375,-79.9466014,4.0,4,1,"Home Services, Apartments, Real Estate"
Bondstreet Shoes,5533 Walnut St,Pittsburgh,PA,15232,40.4517596,-79.9325658,4.0,6,0,"Shopping, Shoe Stores, Fashion"
Pie For Breakfast,200 North Craig St,Pittsburgh,PA,15213,40.4499418,-79.9506486,4.0,67,1,"Breakfast & Brunch, Restaurants, American (New)"
Inner Element Wellness,5829 Ellsworth Ave,Pittsburgh,PA,15232,40.4568166,-79.9301026,5.0,4,1,"Naturopathic\/Holistic, Alternative Medicine, Beauty & Spas, Massage Therapy, Doctors, Massage, Health & Medical, Ayurveda"
Mark's Auto Repair & Service,4073 Beechwood Blvd,Pittsburgh,PA,15217,40.4270454,-79.9387215,4.5,3,0,"Auto Repair, Automotive"
The Elbow Room,5744 1\/2 Ellsworth Ave,Pittsburgh,PA,15232,40.4556424768,-79.9311758668,3.5,31,0,"Sandwiches, Burgers, Restaurants, American (Traditional)"
Einstein Bros Bagels,230 S Bouquet St,Pittsburgh,PA,15213,40.4417577,-79.9551865,3.5,6,1,"Food, Bagels"
Campus Deli,400 Semple St,Pittsburgh,PA,15213,40.4368961,-79.9550196,3.0,28,1,"Delis, Sandwiches, Restaurants"
Empire Tattoo,230 Meyran Ave,Pittsburgh,PA,15213,40.4396117,-79.9575084,5.0,19,1,"Beauty & Spas, Piercing, Tattoo"
Yoga Flow,5433 Walnut St,Pittsburgh,PA,15232,40.4512027,-79.9341186,4.5,29,1,"Yoga, Fitness & Instruction, Active Life"
M Nail On Walnut,5541 Walnut St,Pittsburgh,PA,15232,40.45182,-79.93242,5.0,5,1,"Nail Salons, Beauty & Spas"
Black Bean Cuban Cuisine,239 Atwood St,Pittsburgh,PA,15213,40.440304,-79.956279,3.0,21,0,"Restaurants, Cuban"
Pennzoil 10 Minute Oil Change,3401 Beechwood Blvd,Pittsburgh,PA,15217,40.419801,-79.9275558,3.5,18,1,"Automotive, Oil Change Stations, Gas Stations"
Quiznos,300 S Craig St,Pittsburgh,PA,15213,40.4454156909,-79.9489261009,3.5,20,1,"Delis, Sandwiches, Restaurants"
Silk Elephant,1712 Murray Ave,Pittsburgh,PA,15217,40.437802,-79.92303,3.5,216,1,"Thai, Restaurants, Tapas Bars"
Rosenberg Accountancy,"5725 Forward Ave, Ste 400",Pittsburgh,PA,15217,40.429454,-79.9242666,5.0,3,1,"Accountants, Professional Services"
Piada Italian Street Food,3600 Forbes Ave,Pittsburgh,PA,15213,40.440536,-79.957918,4.0,193,1,"Salad, Restaurants, Italian, Wraps"
Uncle Sam's Submarines,210 Oakland Ave,Pittsburgh,PA,15213,40.4412223454,-79.9567410311,4.0,96,0,"Sandwiches, Restaurants"
Carnegie Museum of Natural History,4400 Forbes Ave,Pittsburgh,PA,15213,40.4432834,-79.9502225,4.5,122,1,"Museums, Arts & Entertainment"
Thrifty Cleaners,310 N Craig St,Pittsburgh,PA,15213,40.4523244,-79.9521152,3.5,21,1,"Dry Cleaning & Laundry, Local Services, Laundry Services, Sewing & Alterations"
Carlow University,3333 5th Ave,Pittsburgh,PA,15213,40.438567,-79.96411,2.5,5,1,"Colleges & Universities, Education"
Dunkin' Donuts,3907 Forbes Ave,Pittsburgh,PA,15213,40.4422,-79.956316,3.0,27,1,"Bakeries, Bagels, Food, Donuts, Coffee & Tea"
20\/20 Opticians,4203 Murray Ave,Pittsburgh,PA,15217,40.4229632,-79.9285232,4.5,20,1,"Shopping, Eyewear & Opticians"
Crazy Mocha,"5830 Ellsworth Ave, Ste 100",Pittsburgh,PA,15232,40.4563452,-79.9301983,3.5,43,1,"Coffee & Tea, Food"
Vince Marino Plumbing,3324 Dawson St,Pittsburgh,PA,15213,40.4333,-79.9532,3.5,3,1,"Local Services, Contractors, Waterproofing, Home Services, Septic Services, Plumbing, Heating & Air Conditioning\/HVAC"
Bites and Brews,5750 Ellsworth Ave,Pittsburgh,PA,15232,40.4556962,-79.9308834,3.5,85,0,"Pizza, Chicken Wings, Barbeque, Beer Bar, Nightlife, Restaurants, Bars"
La Cucina Flegrea Regional Italian Cuisine,2114 Murray Ave,Pittsburgh,PA,15217,40.4331853,-79.9232625,3.0,6,0,"Restaurants, Italian"
Adriana Pasquini - State Farm Insurance Agent,"735 Copeland St, Fl 2",Pittsburgh,PA,15232,40.4511817,-79.9344636,5.0,3,1,"Financial Services, Home & Rental Insurance, Insurance, Auto Insurance"
The Dentists at Shadyside Place,"580 S Aiken Ave, Ste 620",Pittsburgh,PA,15232,40.4534133,-79.9376768,3.5,5,1,"Health & Medical, Cosmetic Dentists, Dentists, Orthodontists, Periodontists"
Forbes Jewelry,5884 Forbes Ave,Pittsburgh,PA,15217,40.437852,-79.9195827,3.5,8,0,"Jewelry, Shopping"
Bagel Factory,5885 Forbes Ave,Pittsburgh,PA,15217,40.438304,-79.9199261,2.5,107,1,"Food, Sandwiches, Restaurants, Specialty Food, Bagels, Delis"
H&R Block,107 And 109 Atwood St,Pittsburgh,PA,15213,40.441600997,-79.9580454826,1.5,3,1,"Financial Advising, Financial Services, Tax Services"
Miss T's Beauty Lounge,5865 Ellsworth Ave,Pittsburgh,PA,15232,40.4573147811,-79.9291351181,4.5,112,1,"Beauty & Spas, Day Spas, Nail Salons, Waxing, Eyelash Service, Hair Removal"
Azimers Pizza Place,346 Atwood St,Pittsburgh,PA,15213,40.4385568,-79.9547478,4.0,13,1,"Wraps, Burgers, Pizza, Restaurants"
Holiday Inn,100 Lytton Ave,Pittsburgh,PA,15213,40.4461088,-79.9546865,2.5,24,0,"Hotels & Travel, Event Planning & Services, Restaurants, Hotels, Venues & Event Spaces"
FedEx Office Print & Ship Center,3710 Forbes Ave,Pittsburgh,PA,15213,40.4412476,-79.9571557,3.0,9,1,"Local Services, Professional Services, Notaries, Shipping Centers, Printing Services, Signmaking"
"Martin L Supowitz, DMD MSD","5433 Walnut St, Ste 200",Pittsburgh,PA,15232,40.4512018,-79.9341186,5.0,4,1,"Dentists, Cosmetic Dentists, General Dentistry, Health & Medical"
Ka Mei,2209 Murray Ave,Pittsburgh,PA,15217,40.4324863,-79.9228558,3.5,83,1,"Chinese, Cantonese, Restaurants"
Schenley Park,"5410 Bartlett St, Suite101",Pittsburgh,PA,15217,40.4331473,-79.9360299,5.0,21,1,"Parks, Disc Golf, Playgrounds, Active Life, Recreation Centers"
Market On Forbes IGA,3609 Forbes Ave,Pittsburgh,PA,15213,40.4408964,-79.958095,2.5,7,0,"Grocery, Food"
